"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"igue TOM POUCE";"ou du GENÉVRIER";"Caniac-du-Causse";"2138 OT";"546.91";"3259.23";"44.63112";"1.667448";"350";"Dans la Braunhie (voir p.27). À 3,5km de Caniac sur la route de Fontanes (D 42), au début de la ligne droite qui borde la<br/>
Braunhie, en face de la petite route qui vient de Lascombes, prendre à droite (E) le chemin qui va vers le centre de la Braunhie ; à<br/>
500m, au niveau d'un ancien dépot d'ordures, laisser à gauche le chemin de Planagrèze et suivre tout droit, direction ESE, le chemin<br/>
bordé de murets qui bientôt (à 150m) débouche en terrain dégagé. L'igue se trouve 70m plus loin, 1,50m à gauche du chemin. Orifice<br/>
de 0m40 de diamètre recouvert de branchages. Plans 70, 138 et 139.";"144";""
"émergences de la TOULZANIE";"";"St-Martin-Labouval";"2138 OT";"552.65";"3240.68";"44.464575";"1.741481";"145";"Émergence du lavoir : 553,06 - 241,21 - 150m )<br/>
Grotte-émergence :<br/>
Plusieurs émergences au pied des falaises tout le long du village. La plus importante (impénétrable) sort d'une fissure étroite,<br/>
sous un grand surplomb de la falaise, au milieu du village. Aménagée en lavoir, elle alimente un vaste bassin juste au-dessus<br/>
de la route. Indiquée Sce sur l'IGN. La grotte-émergence se trouve à l'entrée de La Toulzanie en venant de St-Martin-Labouval,<br/>
80m avant la pancarte La Toulzanie, au bord de la route, au niveau d'un petit pont. Orifice de 3m de haut sur 1m20 de large, au pied<br/>
de la falaise, derrière un arbre, avec un bassin en dessous.";"144";""
"igue de TOULZE";"";"Montbrun";"2238 W";"564.28";"3245.64";"44.509879";"1.887299";"330";"À 1km6 de Cadrieu, sur la route de Gréalou, après le Mas de Gentou, prendre à droite le chemin du Mas de Toulze (panneau<br/>
igue de Toulze). À 500m, laisser à gauche le chemin qui mène aux maisons et suivre le mauvais chemin qui monte direction NE<br/>
pendant environ 300m, c'est-à-dire jusqu'à un grillage qui le ferme. Un sentier mène à l'igue, à travers buis et genévriers, à 65m<br/>
NNW : orifice de 2m50 sur 4m50 sur la pente W du coteau, dans des strates rocheuses. Indiquée sur l'IGN. Plan 105.";"144";"105"
"émergence de (la) TOUPI(E)";"";"Floirac";"2136 ET";"547.92";"3292.08";"44.926805";"1.676856";"120";"Sur le bord de la route de Floirac à Carennac (D 43), 500m après l'embranchement du pont de Floirac, en contrebas à droite,<br/>
formant un bassin à truites (ancienne retenue de moulin) sous la route. Indiquée Font. sur l'IGN.";"144";""
"grotte de la TOUR";"";"Rocamadour";"2136 ET";"543.21";"3277.68";"44.796871";"1.618789";"180";"Face à Rocamadour, au bord et à mi-hauteur de la route de Couzou (D 32), au pied d'un pigeonnier. Indiquée sur l'IGN.";"145";""
"grotte de la TOUR (DE BOURZOLLES)";"";"Souillac";"2036 ET";"529.45";"3292.89";"44.932523";"1.442799";"200";"À 5km de Souillac, sur la route de Salignac (D 15), prendre à droite la route qui remonte la vallée du Boulet. A 800m, prendre<br/>
à gauche la petite route de la Carbonnerie et, 100m plus loin, le chemin qui monte à gauche au Causse (1km). En arrivant en haut,<br/>
à la limite du bois, franchir une claie à gauche et traverser le pré en diagonale, en direction d'un pylône électrique. Suivre un chemin<br/>
(traces de roues, 2 claies à franchir), direction S, qui mène à proximité de la tour. La grotte s'ouvre dans un creux au pied E des ruines.<br/>
Orifice de 2m sur 1m20 de haut, orienté à l'ESE.";"145";""
"émergences de la TOUR DE MAROC";"";"Assier";"2237 W";"564.11";"3266.1";"44.694001";"1.883743";"365";"À 200m SW de la Garénie (2km NNE d'Assier). Petit étang visible de la route (et indiqué sur l'IGN) alimenté par des sources<br/>
dans les prés qui le bordent au SW.";"145";""
"émergence (du moulin) de TOURNEFEUILLE";"";"Rocamadour";"2136 ET";"546.67";"3277.67";"44.797044";"1.662519";"210";"A 5km de Gramat, sur la route de Montvalent (N 140), 250m avant la route de Rocamadour (D 36), face au 2ème parking du<br/>
Saut de la Pucelle, prendre le chemin à gauche (SSW) qui, à 100m de la route, passe sous la voie ferrée. Tourner à droite et suivre<br/>
le chemin qui longe la voie ferrée. 300m plus loin prendre à gauche, direction SSE, le chemin qui mène en haut de la gorge de l'Alzou,<br/>
à 450m. Suivre alors l'ancien chemin du moulin de Tournefeuille qui part à droite et un peu au-dessous du chemin actuel. A la<br/>
deuxième épingle à cheveux, à environ 140m, descendre la pente direction W en visant un frêne légèrement à gauche d'un gros<br/>
éperon rocheux bien visible. La grotte s'ouvre au niveau du milieu du frêne, à environ 6m plus bas que la base de l'éperon rocheux<br/>
et environ 25m plus haut que le chemin qui longe l'Alzou. On y accède par une vire herbeuse étroite de 9m de longueur cachée par<br/>
des arbustes. Orifice de 1m70 de haut sur 1m50 de large. Plan 24.";"145";"24"
"grotte TOURNIÉ";"ou GRIMAL";"St-Simon";"2237 W";"559.23";"3268.26";"44.713181";"1.822005";"335";"De la route de St-Simon à Lalinié (D 25), 700m après Mas de la Vit, prendre à droite la route qui mène à 600m aux Roucous.<br/>
Dépasser le village et continuer le chemin sur 500m, jusqu'au moment où, tout en montant, il vire à droite pour quitter une vallée<br/>
sèche, juste après un ancien chemin à gauche, parallèle à la vallée sèche. La grotte s'ouvre dans les arbres à 2m derrière le muret<br/>
de gauche, légèrement en contrebas. Ouverture de 1m de haut sur 1m80 de large, orientée au SSW. Plan 59.";"145";"59"
"grotte-source de TOURON";"";"Gignac";"2135 W";"530.47";"3301.78";"45.012614";"1.454512";"310";"A 600m N du cimetière de Gignac, 12m à droite de la route d'Estivals, au pied d'une petite falaise. Orifice de 1m50 de haut sur<br/>
1m70 de large, alimentant un ancien lavoir. Indiquée sur l'IGN.";"145";""
"fontaine et perte du TOURON";"";"Labastide-Murat";"2137 W";"542.77";"3263.1";"44.665632";"1.614845";"335";"Sur la route de Labastide-Murat à Gramat (D 677), 2km5 après Goudou et 400m après Larcher, dans le grand virage à gauche,<br/>
prendre à droite, direction E, la petite route de Cambajou. 150m avant d'arriver à cette ferme, prendre un chemin à droite,<br/>
direction SW, et le suivre pendant 400m, c'est-à-dire jusque 50m après son entrée dans un bois de châtaigniers. L'émergence<br/>
et la perte (impénétrables) se trouvent à 45m SE, presqu'à la limite du bois et des prés, au fond d'un entonnoir de 8m de<br/>
profondeur. Indiquée sur l'IGN. Plan 66.";"145";"66"
"igue des TRAVERS";"";"Espédaillac";"2138 OT";"554.6";"3258.42";"44.624353";"1.764436";"320";"À Espédaillac, prendre la route de Cajarc (D 40). À 800m du centre, tourner à droite, direction du mas de Merigues, et là<br/>
continuer le chemin qui se dirige au SW, puis, 500m plus loin, tourne à droite, direction WNW. 100m après ce virage (au niveau d'une<br/>
ancienne décharge à droite) laisser un chemin à gauche et continuer, toujours WNW, pendant 115m (15m avant une barrière à<br/>
gauche). Franchir le muret de gauche (S) : l'igue est à 10m du muret, devant un groupe de deux gros chênes, en terrain dégagé.<br/>
Orifice de 0m60 sur 1m20 recouvert de branchages. Plan 153.";"145";"153"
"igue des TRAVERS DE TOULE";"ou petite igue de GRAFFIOL";"Peyrilles";"2038 E";"520.49";"3255.43";"44.594508";"1.335078";"270";"A 4km5 N de Catus, sur la route de Lavercantière (D 6), prendre à droite la route de Dégagnazès et la suivre sur 225m, c'est-à-<br/>
dire jusqu'à la limite du bois de pins à droite. L'igue s'ouvre dans le bois qui couvre la pente gauche, à 85m WNW de la route et<br/>
environ 25m plus haut (viser un grand pin isolé dans le bois de chênes) : orifice de 0m70 sur 0m50 en terrain dégagé (20m avant<br/>
d'arriver au grand pin).";"146";""
"grotte de TRÉDÈDE";"";"Cabrerets";"2138 OT";"547.01";"3246.13";"44.513234";"1.670047";"160";"A 1km4 du pont de Cabrerets, sur la route de Sauliac (D 41), au niveau du portail (barrière SNCF) de la maison située entre<br/>
route et Célé : la grotte se trouve dans la pente gauche à 65m NW et 24m plus haut que la route, juste sous un ancien chemin. Orifice<br/>
de 0m60 de large sur 1m20 de haut orienté au SSE. Plan 168.";"146";"168"
"grotte de TRIGODINA";"ou n°2 de ROSTASSAC";"St-Médard";"2038 E";"515.95";"3248.17";"44.528664";"1.279075";"225";"A 600m NW de Rostassac, sur la route de Pontcirq (D 660), 100m après le chemin de la Font Albe, prendre le chemin qui monte<br/>
à droite, direction SSE. A environ 600m de la route, après être passé sous une ligne à haute tension, prendre à droite (SSW) un<br/>
chemin à peu près horizontal qui mène, à 60m, à un poteau en ciment porteur d'une antenne de télévision : la grotte est à 15m ESE.<br/>
Orifice dans le sol de 0m60 sur 0m90. Plan 185.";"146";"185"
"croze TRINTINIÈRE";"";"Gignac";"2036 ET";"527.8";"3297.83";"44.97681";"1.421202";"325";"A 300m NE de Falsmoyer, sur la petite route de Borrèze à Gignac, suivre à droite (E) la bordure N d'un pré jusqu'à son angle<br/>
NE, à 25m de la route. Le gouffre est à 25m NNE-NE dans le bois ronceux qui borde le pré, au-dessus d'un petit chaos de rochers<br/>
moussus et couverts de lierre. Orifice de 0m50 sur 0m40 bouché par de grosses pierres.";"146";""
"igue de TRIPA(R)DEL";"ou (du Mas) de JOUAN-TRIPADEL";"Saillac";"2139 E";"554.52";"3226.99";"44.341484";"1.766176";"375";"À 1km de Saillac sur la route de Beauregard (D 52), prendre à gauche (direction W l'ancienne voie romaine suivie par le GR 36.<br/>
À 850m de la route, à un embranchement en triangle (avec tas de pierrailles et bouquet d'arbres au centre), prendre le chemin qui<br/>
part à droite, direction NNE. À 180m, laisser un chemin à gauche, et 100m plus loin, dans un virage à droite, juste après avoir coupé<br/>
un muret, prendre un chemin à gauche qui sort du bois : l'igue est à 145m NE, en terrain dégagé, 8m à droite (SE) d'un muret en ruine<br/>
orienté SW-NE, dans le haut de la pente NNW d'un cloup peu profond. Orifice à peu près rectangulaire de 0m60 sur 1m10 recouvert<br/>
de morceaux de bois.";"146";""
"igues des TROIS CLAIES : n°2 :";"";"Reilhac";"2137 E";"551.76";"3265.02";"44.683565";"1.728032";"325";"Au Cornouiller, sur la route de Reilhac à Espédaillac (D 14), face à la petite chapelle, prendre le chemin castiné qui part direction W,<br/>
jusqu'à un carrefour triangulaire, à 450m, dans un virage à droite (panneaux de sentiers de randonnées). Continuer encore le chemin<br/>
castiné sur 45m, c'est-à-dire jusqu'à la deuxième claie à droite. Suivre le muret qui part entre la 2 et la 3 claie, direction NNE, sur<br/>
170m. L'igue n°1 s'ouvre à 7m à droite (ESE) : orifice de 0m40 sur 0m60 recouvert de branchages. Continuer à suivre le muret sur<br/>
encore 250m, c'est-à-dire jusqu'à un muret perpendiculaire. Suivre ce dernier vers la droite (ESE) sur 35m. L'igue n°2 se trouve à<br/>
35m à droite (SSW) au milieu de buissons, dans une petite zone de pierraille et de rochers : orifice triangulaire de 1m20 sur 2m30,<br/>
entouré par un grillage. Plan 62.<br/>
e<br/>
e";"146";"62"
"igues des TROIS MARMITES";"ou les TROIS IGUETTES";"Caniac-du-Causse";"2138 OT";"547.72";"3259.44";"44.633069";"1.677635";"405";"Dans la Braunhie (voir p.27). À 3,5km de Caniac sur la route de Fontanes (D 42), au début de la ligne droite qui borde la<br/>
Braunhie, en face de la petite route qui vient de Lascombes, prendre à droite (E) le chemin qui va vers le centre de la Braunhie ; à<br/>
500m, au niveau d'un ancien dépot d'ordures, laisser à gauche le chemin de Planagrèze et suivre tout droit, direction ESE, le chemin<br/>
bordé de murets qui bientôt (à 150m) débouche en terrain dégagé. 100m plus loin, 40m après avoir dépassé (à gauche du chemin)<br/>
le petit orifice de l'igue Tom Pouce, prendre à la bifurcation la branche de gauche et la suivre tout droit, direction générale ENE. À<br/>
900m environ de l'igue Tom Pouce, à la limite des bois, le chemin se termine sur un autre chemin perpendiculaire ; prendre à gauche :<br/>
les 3 Marmites s'ouvrent à 40m, 4m à droite (E) du chemin. Trois marmites tangentes, de 1m50 à 2m5O de diamètre et 5m de<br/>
profondeur. Pointée sur l’IGN. Plans 70 et 139.";"146";""
"igue du TROU DE SERRURE";"";"Durbans";"2137 E";"551.04";"3264.26";"44.676677";"1.719022";"330";"Sur la route de Figeac à l’autoroute A20 (D 802), à 5km5 W de l’aérodrome de Figeac-Livernon, 1km400 après le carrefour de<br/>
la route de Reilhac, 30m après un parking à droite (tronçon de l’ancienne D2), franchir la clôture de gauche. L’igue se trouve à 85m<br/>
S : orifice allongé (rectangulaire) de 1m40 sur 0m70, orienté NNE-SSW. Plan 68.";"146";"68"
"igue dite le TROUDUC";"";"Caniac-du-Causse";"2138 OT";"546.85";"3258.02";"44.620226";"1.666816";"360";"Dans la Braunhie (voir p.27). À 2km E de Caniac, sur la route de Clavel (D 71), 1km5 après l'embranchement de cette route<br/>
sur celle de Fontanes, 55m avant la route (à droite) des Places, franchir le muret de droite (S) : le Trouduc se trouve à 4m du muret.<br/>
Ouverture rocheuse de 0m80 de haut sur 0m50 de large, orientée au S. Plans 70 et 74.";"147";""
"igues n°2 et n°3 du TROUDUC : n°3 :";"";"Caniac-du-Causse";"2138 OT";"546.84";"3258.02";"44.620226";"1.66669";"360";"Dans la Braunhie (voir p.27). À 2km E de Caniac, sur la route de Clavel (D 71), 1km5 après l'embranchement de cette route sur celle<br/>
de Fontanes, 70m avant la route (à droite) des Places, franchir le muret de droite (côté S de la route). L'igue n°3 se trouve à 10m<br/>
du muret. Fissure de 2m de long, sur 80cm de large, parallèle au muret. Prendre à droite la route des Places sur 130m et franchir<br/>
une barrière à droite. L'igue n°2 se trouve à 20m NW, à 10m du muret qui borde le terrain au Sud. Ouverture de 80cm sur 50cm à<br/>
ras de terre, recouverte de branchages. Plans 70 & 74.";"147";""
"grotte-émergence et grotte supérieure du TROU MADAME";"";"Cénevières";"2138 OT";"553.63";"3239.14";"44.450778";"1.753934";"160";"À 1km de Cénevières, sur la route de Limogne (D 24), avant le grand virage à gauche, prendre à droite le chemin qui traverse<br/>
le ruisseau (le Girou) sur un petit pont de pierre. Après avoir franchi le pont, tourner à gauche et suivre sur 250m le chemin qui<br/>
longe la vallée du Girou. Au moment où ce chemin quitte la vallée en tournant à droite en montant (petite falaise à droite),<br/>
prendre à gauche un sentier qui, contournant un promontoire rocheux, remonte le ravin du Girou jusqu'au trou Madame dont le vaste<br/>
porche se trouve à environ 60m. Indiqué sur l'IGN. Grotte supérieure fossile 20m au-dessus. Plan 111.";"147";"111"
"igue dite le TROU NORMAND";"";"Miers";"2136 ET";"551.52";"3284.56";"44.859387";"1.723166";"325";"A 1km400 ENE de Miers sur la route de Gintrac (D 60), 450m après l'embranchement de la route de Padirac, et 65m avant un<br/>
chemin qui traverse la route, franchir une claie à droite (S) : l'igue se trouve à 50m S dans un terrain herbeux avec roches affleurantes.<br/>
Orifice rocheux de 0m80 sur 1m50 orienté NW-SE.";"147";""
"igue du TRUC";"";"Caniac-du-Causse";"2138 OT";"547.72";"3260.16";"44.639548";"1.677563";"390";"Dans la Braunhie (voir p.27). À 3km de Caniac, sur la route de Fontanes (D 42), prendre le chemin qui part à l'E dans un virage<br/>
en haut d'une côte (cote 361). À 1km environ, tourner au premier chemin à droite (direction SE). Puis, à 600m, tourner à gauche (ENE)<br/>
en direction du carrefour de Roche-Percée, jusqu'au 2 muret perpendiculaire à droite à 450m. Suivre ce muret, direction SSE, sur<br/>
140m. L'igue se trouve à 20m E : orifice de 0m80 sur 3m, orienté NNE-SSW, dans un creux rocheux de 4m sur 5m et de 1m de<br/>
profondeur. Plan 139.<br/>
e";"147";"139"
"émergence de la TRUFFE";"";"Crayssac";"2038 E";"518.31";"3244.59";"44.496716";"1.309327";"115";"A 7km5 de Mercuès, au bord droit de la route de Luzech (D 145), 800m avant l'embranchement de la route venant de Crayssac<br/>
(D 9), l'émergence se trouve dans la pente abrupte à environ 7m plus haut, à droite d'un mur : sorte de puits bâti de 1m10 de diamètre<br/>
dont le trop plein s'écoule par une cascade de tufs dans le fossé de la route.";"147";""
